profile_url,name_before,membership_type_before,deceased_before,affiliation_before,year_before,location_before,name_after,membership_type_after,deceased_after,affiliation_after,year_after,location_after
https://www.nasonline.org/directory-entry/stephen-p-long-dtaoop/,Stephen P. Long,member,,University of Illinois Urbana-Champaign,2019,,Stephen P. Long,member,Y,"August 13, 1950 - September 9, 2025",2019,
