profile_url,name_before,membership_type_before,deceased_before,affiliation_before,year_before,location_before,name_after,membership_type_after,deceased_after,affiliation_after,year_after,location_after
https://www.nasonline.org/directory-entry/shannon-turley-qhk7ys/,Shannon Turley,member,,Genentech,2025,,Shannon Turley,member,,"Amgen, Inc.",2025,
