id,govid,govname,award,year,name,affiliation,deceased,profile_url,membership_type,primary_section,biographical_memoir_available,public_welfare_medal,secondary_section,location
2023,222,National Academy of Sciences,NAS Member,1948,Haldan Keffer Hartline,The Rockefeller University,Y,https://www.nasonline.org/directory-entry/haldan-keffer-hartline-68qhox/,Member,Section 24: Cellular and Molecular Neuroscience,Yes,,,
2023,222,National Academy of Sciences,NAS Member,1926,Richard Willstätter,,Y,https://www.nasonline.org/directory-entry/richard-willstatter-bscgte/,International Member,,No,,,
