profile_url,changed_columns,name_before,membership_type_before,deceased_before,affiliation_before,year_before,location_before,name_after,membership_type_after,deceased_after,affiliation_after,year_after,location_after
https://www.nasonline.org/directory-entry/george-smoot-2xpoj8/,deceased,George Smoot,emeritus,,Emeritus,2008,,George Smoot,emeritus,Y,Emeritus,2008,
