id_before,changed_columns,govid_before,govname_before,award_before,profile_url,name_before,title_before,affiliation_before,other_affiliations_before,location_before,year_before,deceased_before,id_after,govid_after,govname_after,award_after,name_after,title_after,affiliation_after,other_affiliations_after,location_after,year_after,deceased_after
3008,other_affiliations,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/28211/Dr-A-Alan-B-Pritsker,A. Alan B. Pritsker,Senior Consultant,Pritsker Corporation,"Pritsker & Associates, Inc., Pritsker Corporation, Symix Systems, Inc.",,,Y,3008,221,National Academy of Engineering,NAE Membership,A. Alan B. Pritsker,Senior Consultant,Pritsker Corporation,"Symix Systems, Inc., Purdue University, Pritsker Corporation",,,Y
