id,govid,govname,award,profile_url,name,title,affiliation,other_affiliations,location,year,deceased
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290024/Dr-Ramalingam-Chellappa,Ramalingam Chellappa,Bloomberg Distinguished Professor,Johns Hopkins University,Johns Hopkins University,"Baltimore, Maryland, United States",2023,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290053/Dr-Andrew-G-Alleyne,Andrew G. Alleyne,Dean,University of Minnesota,University of Minnesota,"Minneapolis, Minnesota, United States",2023,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290054/Dr-Robert-D-Caligiuri,Robert D. Caligiuri,Corporate Vice President & Principal Engineer,"Exponent, Inc.","Exponent, Inc.","Menlo Park, California, United States",2023,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290055/Dr-Hudong-Chen,Hudong Chen,Chair Professor,Zhejiang University,"Zhejiang University, Dassault Systems of America","Newton, Massachusetts, United States",2023,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290056/Dr-David-Parrillo,David Parrillo,Vice President,The Dow Chemical Company,The Dow Chemical Company,"Midland, Michigan, United States",2023,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290057/Professor-David-SimchiLevi,David Simchi-Levi,William Barton Rogers Professor,Massachusetts Institute of Technology,Massachusetts Institute of Technology,"Cambridge, Massachusetts, United States",2023,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290058/Professor-JiCheng-Zhao,Ji-Cheng Zhao,Dean of Engineering,University of Connecticut,"University of Maryland, University of Connecticut","Storrs, Connecticut, United States",2023,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290059/Professor-Martin-A-Green,Martin A. Green,Scientia Professor,University of New South Wales,University of New South Wales,"Sydney, Australia",2023,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290081/Professor-Christopher-Kemper-Ober,Christopher Kemper Ober,Professor,Cornell University,Cornell University,"Ithaca, New York, United States",2023,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290082/Dr-Miriam-E-John,Miriam E. John,Vice President Emerita,Sandia National Laboratories,"Sandia National Laboratories, Sandia National Laboratories","Livermore, California, United States",2023,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290083/Dr-Dimitris-I-Collias,Dimitris I. Collias,Research Fellow,Procter & Gamble Company (retired),"University of Pennsylvania, Procter & Gamble Company (retired)","West Chester, Ohio, United States",2023,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290084/Mr-Michael-J-Barber,Michael J. Barber,"President & CEO, Molecular Imaging and CT (retired)",General Electric Company,General Electric Company,"Mequon, Wisconsin, United States",2023,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290085/Dr-James-Goodnight,James Goodnight,Co-founder & Chief Executive Officer,"SAS Institute, Inc.","SAS Institute, Inc.","Cary, North Carolina, United States",2023,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290086/Dr-David-Huang,David Huang,Wold Family Endowed Chair in Ophthalmic Imaging; Associate Director & Director of Research,Oregon Health & Science University,Oregon Health & Science University,"Portland, Oregon, United States",2023,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290087/Professor-Anthony-R-Kovscek,Anthony R. Kovscek,Keleen and Carlton Beal Professor of Petroleum Engineering,Stanford University,Stanford University,"Stanford, California, United States",2023,
3008,221,National Academy of Engineering,NAE Membership,https://www.nae.edu/290088/Professor-Karen-Lozano,Karen Lozano,Trustee Professor and Chair of the Materials Science and NanoEngineering Department,Rice University,"Rice University, University of Texas, Rio Grande Valley","Houston, Texas, United States",2023,
